StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attn_1,attn_2,attn_3,attn_4,attn_5,attn_6,attn_7,attn_8,attn_9,attn_10,attn_11,attn_12,attn_13,attn_14,attn_15,attn_16,attn_17,attn_18,attn_19,attn_20,attn_21,quiz1,sa_att,stem_att,isis_att,blm_att,sincerity1,persuade1,learn1,open1,future_work1,sincerity2,persuade2,learn2,open2,future_work2,gender,gender_4_TEXT,age,political,blm_pos,sa_pos,isis_pos,stem_pos,responseTextID1,issue,issuetext,seedtext,message1,responseTextID2,message2,Text1_DVs_DO_future_work1,Text1_DVs_DO_sincerity1,Text1_DVs_DO_persuade1,Text1_DVs_DO_open1,Text1_DVs_DO_Q143,Text1_DVs_DO_Q144,Text1_DVs_DO_Q145,Text1_DVs_DO_learn1,Text2_DVs_DO_Q404,Text2_DVs_DO_Q405,Text2_DVs_DO_open2,Text2_DVs_DO_Q406,Text2_DVs_DO_future_work2,Text2_DVs_DO_sincerity2,Text2_DVs_DO_learn2,Text2_DVs_DO_persuade2
25/11/2022 18:55,25/11/2022 18:56,0,172.58.184.117,100,79,1,25/11/2022 18:56,R_10MMekx0XnZqfWQ,NA,NA,NA,NA,40.3775,-79.9613,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/11/2022 18:45,25/11/2022 18:56,0,72.203.29.208,100,668,1,25/11/2022 18:56,R_278v5bnXZNFPHDa,NA,NA,NA,NA,36.1724,-115.0677,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,2,2,6,2,3,2,3,3,6,6,6,6,6,1,NA,29,4,6,5,2,2,R_2ZWT0dzXb8SkUs7_1,isis,"The United States should invest greater economic, military, and human resources in fighting the spread of ISIS and similar organizations around the world.","The United States should invest in the people who live in the country. War and military is not something we are struggling with. The American people need free education, more jobs and healthcare. The government spends trillions on things that are not important instead of using it for helpful things such as healthcare which is needed when millions do not have healthcare. Trillions are spent on companies who already have billions of dollars and have tax breaks when that money could be used for free college to help students have a career and not have to struggle with a horrible job.","He or she is right, but putting aside the very real human cost, war has also serious economic costs damage to infrastructure, a decline in the working population, inflation, shortages, uncertainty, a rise in debt and disruption to normal economic activity. Because wars can sometimes have the effect of accelerating technological and medical progress, a country's economy can be greatly strengthened after the war, as was the case with the U.S. after both World War I and World War II.",R_28ZCkE00rdak838_2,"I agree that spending money to try and diffuse radical groups around the world is a good idea. I don't agree with the literal laundry list of things you mentioned after that. Like you, I believe our government should work in our interest when it comes to domestic and international spending. But when you start talking about free education and free healthcare then I think we are outside of the responsibility of government. I do believe government can incentivize and subsidize those activities but I think it is up to individual citizens to provide for themselves.",7,6,8,4,1,2,3,5,1,2,6,3,5,4,8,7
25/11/2022 18:39,25/11/2022 18:56,0,208.191.77.112,100,1011,1,25/11/2022 18:56,R_QcXWYyn4ORiUWKR,NA,NA,NA,NA,41.3847,-81.7982,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,6,1,6,6,3,4,5,7,6,5,5,6,2,NA,58,2,1,3,6,3,R_2Pe9pzbMTVrJoqa_2,isis,"The United States should invest greater economic, military, and human resources in fighting the spread of ISIS and similar organizations around the world.","The reason why the United States should invest heavily into military is that if we fall behind the order of the world falls. The United States is preventing countries like Russia and China from taking over other countries. As long as the United States is a top military power, it is unlikely for another world war to happen anytime soon. The United States is what is preventing other countries from dominance in the world.","I disagree.  The United States is not the top country of the world. It is not up to the US if other countries want to attack each other. Look at Russia, Russia is attacking the crap out of Ukraine. The USA is not stopping anything. On the contrary, the Joe Biden administration is just aggravating the Russia-Ukraine war. The United States has lost all credibility and has become the laughingstock of the world.",R_27EGwwwD5lPkRnS_2,"The assumption that the United States should be the overall ruling power in the world is one that is taught to children and citizens of the United States. Just as much, the vilification of other countries, such as China and Russia, is also taught and propagandized to support this initial assumption. The world is not going to suddenly just fall apart if the United States is no longer the single ruling global superpower. I agree that the United States should retain power globally, and to do this the United States should follow suit and invest heavily in education (like other countries have done), which has a longer-lasting effect and creates natural development (including global influence) within a country. The greater a country's educational system, the more power they accrue within the global sphere over time due to advances in technology and science.",6,5,8,7,1,2,3,4,1,2,5,3,7,8,6,4
25/11/2022 18:56,25/11/2022 18:56,0,73.90.132.142,100,34,1,25/11/2022 18:56,R_RPHiabUOryfh7ix,NA,NA,NA,NA,36.3528,-119.3007,anonymous,EN,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/11/2022 18:51,25/11/2022 18:57,0,108.34.254.161,100,358,1,25/11/2022 18:57,R_4Hnweukkc7aKiAN,NA,NA,NA,NA,41.8307,-71.3982,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,6,3,1,7,7,6,7,7,6,1,2,2,3,1,NA,49,2,1,3,3,6,R_eJORDj5rodj90bf_2,isis,"The United States should invest greater economic, military, and human resources in fighting the spread of ISIS and similar organizations around the world.","The United States should invest in the people who live in the country. War and military is not something we are struggling with. The American people need free education, more jobs and healthcare. The government spends trillions on things that are not important instead of using it for helpful things such as healthcare which is needed when millions do not have healthcare. Trillions are spent on companies who already have billions of dollars and have tax breaks when that money could be used for free college to help students have a career and not have to struggle with a horrible job.","I could not agree more. Our government acts like it can't afford to help middle or lower class struggling families, while at the same time giving tax breaks to mega rich corporations, billionaires, and funding wars overseas. As well, the same congressmen and women who vow we can't afford Healthcare or Medicare get free health care for life themselves, while also complaining about student debt relief while getting millions for their businesses themselves while they already make millions from donors. Our country is hypocritical to say the least. Until people sit against it instead of fighting amongst themselves nothing will change unfortunately. I completely agree with your statements.",R_22zcGMeZ6XsF09D_1,"I disagree that government funding for healthcare should be a priority, when our military men and women are risking their lives, while getting cuts in their pay, under the current Presidential administration. That is extremely immoral and the government has no obligation to fund those who don't want to work, but instead live off our taxpayer dollars.",7,5,4,8,1,2,3,6,1,2,4,3,5,7,6,8
25/11/2022 18:51,25/11/2022 18:57,0,76.176.29.194,100,353,1,25/11/2022 18:57,R_WBZeQw4AR34ymFH,NA,NA,NA,NA,34.11,-118.2607,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,5,3,1,6,1,2,3,1,6,4,4,5,3,2,NA,35,1,1,6,3,5,R_2EsYjG7p3NSuZRI_1,blm,The public reaction to recent confrontations between police and minority crime suspects has been overblown.,"I completely disagree with this statement. First, reporting about the loss of a life is never overblown. Second we know, and have seen through body cameras and cell phone video, that there is a problem with the way law enforcement interacts with people of color. In fact, people of color are more likely to experience excessive use of force than their white counterparts. This is even true in similar instances. This is not to say that all law enforcement is bad. In fact most law enforcement is here to serve and protect. However, it does point to cultural issues within the institution that must be addressed to restore trust between the groups.","Blah blah blah. I'd ignore them. Tehy are clearly indoctrinated and aren't open to discussion and are just following their group.     Look, it's an issue and I'm no fan of the police but a lot of it has been vastly overblown more out of hatred and distrust of the police and authority than actions in particular in these specific cases. What's going on is messed up but we must work on a solution, together and not cause further issues to unravel.",R_2Pe6kRJumnO8aIS_2,"I think cultural issues should continually be addressed, you're totally right there. We should be taking each of these situations and examining all instances of excessive force to ascertain the root cause and address training as needed. I will note, though, in the statement, it doesn't specifically address deadly situations, it just says encounters between police and minority crime suspects. There are many times where these encounters end without escalation at all, but I think if we continually plant the idea that any minority encounter with the police is a racial issue or potentially excessive force or misuse of force, then we're muddying the waters unnecessarily. We should be working to eliminate our problems, not highlight them.",8,6,4,7,1,2,3,5,1,2,4,3,5,7,6,8
25/11/2022 18:53,25/11/2022 18:57,0,66.108.19.88,100,199,1,25/11/2022 18:57,R_1OAGXHLP2AQw3Q9,NA,NA,NA,NA,40.8527,-73.9383,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,1,1,5,1,4,3,1,7,6,7,7,6,1,NA,39,1,1,7,1,5,R_OHxtrBJKHd8lYeR_2,isis,"The United States should invest greater economic, military, and human resources in fighting the spread of ISIS and similar organizations around the world.","I feel the United States should not invest more resources fighting the spread against ISIS. We could direct the funds to develop/improve other government departments. Others nations and organizations are working more closely to reduce the spread of ISIS and we have the potential to step on their plan. More military members could be used more appropriately elsewhere. The US could shift their focus on more troubling issues at hand (unemployment, our economy and the current pandemic).","I get what your saying. But if we allocate our focus onto something else, that you say is more important whos to say they wont regroup and surprise us with another attack that could have been prevented if we didnt shift our focus. Your point is purley opinion based.",R_2gHclxwk60Q207v_2,I completely agree with you on what you just said. The government needs to push their attention to other things like you mentioned because another WWlll is not it. Need to mind they business and take care of us than ISIS.,5,4,8,6,1,2,3,7,1,2,4,3,6,8,7,5
25/11/2022 18:49,25/11/2022 18:57,0,67.216.124.83,100,452,1,25/11/2022 18:57,R_2wHPB4wQ6F9DlKb,NA,NA,NA,NA,36.97,-89.0176,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,1,4,7,5,1,2,3,2,7,5,4,4,5,2,NA,34,7,7,5,4,1,R_32LxCscGDqK8MxY_2,blm,The public reaction to recent confrontations between police and minority crime suspects has been overblown.,"While there have been some outright excessive force issues, some unfortunately resulting in the death of minorities at the hands of police, I feel that social media has contributed to the problem by repeatedly replaying these incidents while doing nothing to improve dialogue and truly analyze the data on police use of excessive force against minorities.","I agree that social media can blow things out of proportion. Even so, I believe the issue at hand is still a huge one. Use of excessive force by police on minority crime suspects happens frequently.",R_SYKdccmXNS7fCZH_2,"I do not believe social media has anything to do with police brutality, these things have been going on for ages but now that cameras and phones are everywhere it's being recorded and uploaded online. Police brutality towards all races has been around for centuries its just that technology is bringing it to light. We need to give police some better training, i really think their training is outdated for this new generation .",4,7,8,6,1,2,3,5,1,2,8,3,7,5,6,4
25/11/2022 18:45,25/11/2022 18:57,0,97.103.161.84,100,705,1,25/11/2022 18:57,R_2Bye7afzMWWWvrd,NA,NA,NA,NA,28.3869,-80.6022,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,3,5,7,5,7,5,6,5,6,7,6,5,6,1,NA,63,7,7,6,5,3,R_1WZTqhLm5x5R7aN_2,sa,"When a sexual assault accusation is made on a college campus, the alleged perpetrator should be immediately removed from campus to protect the well-being of the victim.","Not only should the person who has been accused of sexual assault be immediately removed from campus, but should be removed from society. No one can justify allowing someone to continue to terrorize others. Unfortunately, we have to wait for the wheels of justice to turn to put away predators. The horrors that victims face just knowing that the predator may still be out there can cause all sorts of stress and post traumatic stress. The sooner that we can get someone who is convicted and proven to be dangerous off of the street, the better for all of us in society.","Its completely stupid to have someone who is accused face punishment before judgement has been made. He's ACCUSED. NOT GUILTY. I could accuse every single person on campus. Should they all be removed? No because it doesnt make sense. It legit says as soon as we get someone convicted and proven to be dangerous. It says PROVEN, meaning you dont even know. ""Waiting for the wheels of justice"", is how we prevent innocent people from going to jail for crimes they did not commit. I understand many women are assaulted and the men are not always jailed. But many men are also falsely accused. It is not better to keep innocent men out of jail.",R_2B9FJ53SNTyvdbE_1,"First of all, the person has been ""accused"" and in this country you are supposed to be innocent until proven guilty.  What if the accuser is lying to take revenge or get back at the accused in some way?  How would you feel if you were wrongly accused of an incident and were found guilty in the court of opinion, and it subsequently ruined your life, yet you were innocent?  How would you be able to get your life back?",5,4,6,8,1,2,3,7,1,2,8,3,5,6,7,4
25/11/2022 18:48,25/11/2022 18:57,0,75.57.104.128,100,516,1,25/11/2022 18:57,R_3MJA8oX5aX8ydxi,NA,NA,NA,NA,36.5744,-83.6054,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,6,3,2,4,5,6,5,5,7,5,4,3,4,1,NA,54,2,2,5,3,6,R_2corFzrp4kuIYKY_2,isis,"The United States should invest greater economic, military, and human resources in fighting the spread of ISIS and similar organizations around the world.","The United States should not focus its efforts on fighting terrorist groups like ISIS. It would be a much better use of resources to focus on fighting hunger, climate change, lack of education and humanitarian problems such at those in foreign, and especially low-income, countries. In the long run this would have the effect of reducing terrorism because when people have stable lives and do not worry about their day-to-day survival they are less likely to become radicalized. Also, it would be a more efficient use of money and resources to put it toward humanitarian aid because a little can go a long way for people who are living on less than $2 per day. With military and counter-terrorism funding, you just keep spending and spending and the problem doesn't go away. Note that the U.S. has been trying to ""solve"" terrorism in Afghanistan for over two decades and still has not ""fixed"" anything.","I agree 100%. Let's spend on love and compassion. It's draining the world in so many ways. If we spent more on education, teaching understanding and compassion, then people would be more accepting of differences. But now, the world is all about profit and money. I see how now, life is a profiteering business and war is the quickest way to big money, unfortunately. Please spend on patience, which is only taught through time, which takes too long. And then people don't see immediate gratification. Seek to be more open, embrace the love of the search for knowledge, wisdom, experience.",R_4MIMtD93mVKUpgZ_2,"While I do feel that aspects of life like hunger and the climate do deserve some attention, the United States should indeed invest more in the safety and security of the country that we are currently living in rather than other situations like climate change and hunger. We have security issues right here in the country that we are living in and crime is rising according to statistics. Therefore, action is not necessarily something that is just global, but is local as well. I think we need to protect our citizens and have them feel safe.",6,8,7,4,1,2,3,5,1,2,7,3,5,6,8,4
25/11/2022 18:52,25/11/2022 18:57,0,68.132.105.132,100,323,1,25/11/2022 18:57,R_2thSn38IWttqss2,NA,NA,NA,NA,40.7257,-73.3287,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,4,6,4,6,1,3,2,2,6,5,6,6,6,2,NA,63,4,4,6,6,4,R_2pRnsRk1nxESvaG_1,isis,"The United States should invest greater economic, military, and human resources in fighting the spread of ISIS and similar organizations around the world.","The reason why the United States should invest heavily into military is that if we fall behind the order of the world falls. The United States is preventing countries like Russia and China from taking over other countries. As long as the United States is a top military power, it is unlikely for another world war to happen anytime soon. The United States is what is preventing other countries from dominance in the world.","The US has been the primary cause for many international conflicts. Despite being the moderator, the US has had many faults committed over its history. The US military already has sufficient funding.",R_1llv3U6diWsJ773_2,"I understand your perspective and I agree that world order and keeping conflicts to a minimum are important.  However, I think that more military investment may not be the best way to approach this goal. First of all, we need to recognize that military funding already dominates a large portion of the United States budget. While I think that a strong military is important, we should consider the possibility that we can maintain our current military strength using the money we already spend. More importantly, I think we should consider asking ourselves if military strength is really the best method for achieving world order. Have you considered how the world would look if we prioritized diplomatic efforts rather than violence as a means to support order in the world? It seems to me that many terrorist groups are a maladaptive response to very real oppression and injustice. What if we used our money to provide better lives for these people and facilitate cooperation as opposed to trying to strong arm the world to our will?",7,4,5,6,1,2,3,8,1,2,6,3,4,5,7,8
25/11/2022 18:53,25/11/2022 18:57,0,173.80.6.102,100,282,1,25/11/2022 18:57,R_82GlO8Qj6NXdjJD,NA,NA,NA,NA,37.7932,-81.2061,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,4,2,1,7,7,6,7,7,7,1,5,3,3,1,NA,29,4,1,5,2,4,R_yL2A7kWgxD5kuB3_1,blm,The public reaction to recent confrontations between police and minority crime suspects has been overblown.,"I completely disagree with this statement. First, reporting about the loss of a life is never overblown. Second we know, and have seen through body cameras and cell phone video, that there is a problem with the way law enforcement interacts with people of color. In fact, people of color are more likely to experience excessive use of force than their white counterparts. This is even true in similar instances. This is not to say that all law enforcement is bad. In fact most law enforcement is here to serve and protect. However, it does point to cultural issues within the institution that must be addressed to restore trust between the groups.","I agree with you, the systematic issues between the inherent bias of the police force and certain racial groups need to be addressed. Trust in the police forces won't be restored until actual changes are implemented both in terms of training and bringing awareness as well as holding the perpetrators responsible for their actions. Until then, the public should continue to be outraged and pressure the decision-makers to expedite the changes.",R_2zkIaS7F17742Up_1,"I believe that the media has greatly overinflated these stories to get ratings and clicks. Sure, there are a few instances where police have not had proper training and we must ensure that this is fixed moving forward. However, it is imperative that we see through the attempts to further divide us by picking and choosing stories.",7,6,4,5,1,2,3,8,1,2,6,3,5,8,4,7
25/11/2022 18:53,25/11/2022 18:57,0,71.7.35.210,100,286,1,25/11/2022 18:57,R_3j3EBsP7XuVRGYv,NA,NA,NA,NA,41.3106,-93.0961,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,6,7,6,6,5,6,6,2,1,2,3,3,1,NA,39,3,7,3,6,1,R_3HY0zrlrzmGYpdv_2,stem,"In order to increase the representation of women in math, sciences and engineering, female graduates with relevant degrees should be given priority in hiring decisions over men.","Hiring decisions could be made relatively blindly in order to give everyone a more equal chance.  The interviewers or individuals making a hiring decision should, when initially reading through applicants' resumes, read the relevant information with gender-identifying language (ie, names) removed if need be.  We as women are not in need of affirmative-action type policies.  I strongly believe our achievements, education, and experiences are robust enough to stand on their own.  Why would I want to get a job where afterwards co-workers whisper that I was a mandatory hire, or that they ""had"" to hire a woman?  I would feel uncomfortable being there.","I definitely see your point of view and agree with some of what you said, but there are other factors to consider. Like the fact that women still make less on average than men, what women have gone through in the past, and the bias we're still facing. We live in a patriarchal society and that needs to be taken into consideration. But I do agree with the whole removing names/identifying info from the resume, that could work.",R_1jpqbgkduVp59pR_2,I'd say that you are right about that issue and the hiring process she mentioned seems fair for everyone. I know exactly how you would feel if she was labeled a have-to-hire only because she's a woman.,7,5,8,6,1,2,3,4,1,2,5,3,4,7,6,8
25/11/2022 18:51,25/11/2022 18:58,0,98.37.72.154,100,399,1,25/11/2022 18:58,R_2AKyxDDo6BA57Nw,NA,NA,NA,NA,37.8084,-122.2846,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,5,4,5,5,5,4,5,4,4,3,5,4,4,1,NA,34,5,5,3,4,5,R_W02ARA6FU4RHXzz_1,stem,"In order to increase the representation of women in math, sciences and engineering, female graduates with relevant degrees should be given priority in hiring decisions over men.","I believe women are underrepresented in the workplace in general, so they deserve special treatment. Of course, choosing a woman over a man should only happen if they have the same qualifications, or if the woman is more qualified. Women historically have not had the same rights in the workplace as men, and now is a good time to make up for that. By hiring more women, social stigmas and stereotypes might disappear as well. It is important to show society that women can do more than just stay at home and cook.","I agree that women have faced and continue to face difficulties in being represented in STEM fields.  I think that rather than giving them preference, those hiring need to understand their biases.  Having been in engineering for almost 25 years I have seen women be treated unfairly due to biases that people were unaware of.  Everyone should have a fair shot at being hired.",R_1Legz7h0sTL9yor_2,I do agree with you and think that women are unrepresented in the field of study. I also agree that a woman should not be hired over a man unless they're qualifications are the same or higher.  I can further agree that the more women that are hired into the field the stigma of it being a man's field will hopefully dissipate.,5,6,7,4,1,2,3,8,1,2,5,3,6,8,4,7
25/11/2022 18:51,25/11/2022 18:58,0,75.182.222.189,100,396,1,25/11/2022 18:58,R_1pGWD3Xjz1um2F6,NA,NA,NA,NA,35.5597,-78.2622,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,3,5,6,6,5,5,5,6,4,4,5,4,1,NA,26,5,5,3,3,2,R_1DZrjx4UoXBIlLe_1,sa,"When a sexual assault accusation is made on a college campus, the alleged perpetrator should be immediately removed from campus to protect the well-being of the victim.","Having someone immediately removed from a campus just because someone made an accusation against them is a little ridiculous. This type of precedent sets up mainly male students but could also set up female students as well to be in a position where they are in constant fear. This fear would come from knowing that if they say the wrong thing or act the wrong way they could be taken off campus without proof. Now if there is immediate proof then I completely agree that they should be kicked out, however without a good amount of evidence to prove something happened then I think kicking the students off campus should wait.","I totally agree with you, if there is evidence or witnesses confirming the problem, then the culprit should be expelled immediately.",R_2yd5Kb6CrCfju2x_1,If you are suggesting that they be kicked out entirely from the moment a claim is made I would agree. If an accusation is made the one being accused should be put on a temporary hold while the issue is investigated in order to protect the victim.,8,4,6,5,1,2,3,7,1,2,5,3,7,4,8,6
25/11/2022 18:53,25/11/2022 18:58,0,72.238.121.105,100,311,1,25/11/2022 18:58,R_2Eah0wtv6m2jFqN,NA,NA,NA,NA,28.6841,-81.2812,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,4,6,2,6,8,5,6,7,7,7,7,7,7,2,NA,32,6,2,7,6,4,R_31AgVzLAfxXtnLl_1,blm,The public reaction to recent confrontations between police and minority crime suspects has been overblown.,"I completely disagree with this statement. First, reporting about the loss of a life is never overblown. Second we know, and have seen through body cameras and cell phone video, that there is a problem with the way law enforcement interacts with people of color. In fact, people of color are more likely to experience excessive use of force than their white counterparts. This is even true in similar instances. This is not to say that all law enforcement is bad. In fact most law enforcement is here to serve and protect. However, it does point to cultural issues within the institution that must be addressed to restore trust between the groups.","I get that there are some circumstances where police have behaved in a ridiculous manner that has caused lives to be lost.  However, this happens very rarely and I think there is too much emphasis on it being against people of color.  I think there are probably similar instances of this happening to other criminals who may not be of color, and the media doesn't cover this because it is not as compelling to the audience.",R_2Pe6kRJumnO8aIS_1,"I think cultural issues should continually be addressed, you're totally right there. We should be taking each of these situations and examining all instances of excessive force to ascertain the root cause and address training as needed. I will note, though, in the statement, it doesn't specifically address deadly situations, it just says encounters between police and minority crime suspects. There are many times where these encounters end without escalation at all, but if we continually plant the idea that any minority encounter with the police is a racial issue or potentially excessive force or misuse of force, then we're muddying the waters unnecessarily.",6,5,7,4,1,2,3,8,1,2,8,3,5,4,6,7
25/11/2022 18:44,25/11/2022 18:58,0,47.218.31.176,100,854,1,25/11/2022 18:58,R_r9nEe9uToaXbWNz,NA,NA,NA,NA,30.6475,-95.5793,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,7,2,3,1,1,2,1,1,7,7,6,6,6,1,NA,52,4,3,6,2,7,R_2zSAPFAPRZtU497_1,blm,The public reaction to recent confrontations between police and minority crime suspects has been overblown.,"The public reaction has not been overblown, if anything it is severely muted.  Recent confrontations are simply making visible issues that have existed for a very long time. Lynchings and killings of minorities have happened throughout American history. However, now we have proof in real time through cell phone videos and Facebook Live. There are real issues between police and the communities they serve that are only being addressed because of the attention being paid through Black Lives Matter and other protests. This is how things improve, even if it is hard and difficult to discuss.","I disagree. I think the BLM movement is a farce and is not interested in justice. They are only interested in their money and publicity. If anything, BLM hurts the people they say they are trying to help because of their radical views. It would be much more constructive to use non-violent ways to move this agenda forward.",R_2UhB2RZhJVKqPq0_1,"Actually the public reaction has been overblown, The media is using minorities being killed by police as a way to divide us as a society. Unfortunately, crooked law enforcement kills human beings of every race. I think police brutality as a whole should be the problem not just focusing on the police brutality that happens to minority’s.",7,6,8,5,1,2,3,4,1,2,8,3,4,6,5,7
25/11/2022 18:48,25/11/2022 18:58,0,24.98.187.56,100,598,1,25/11/2022 18:58,R_prvdzONRdjCb8oF,NA,NA,NA,NA,34.0195,-84.3106,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,6,3,6,1,2,2,2,7,7,7,7,7,1,NA,21,4,3,2,6,4,R_1GvIIL0C8Fn8X3q_2,sa,"When a sexual assault accusation is made on a college campus, the alleged perpetrator should be immediately removed from campus to protect the well-being of the victim.","The process includes a thorough investigation before any kind of restraint or arrest of a person. This society's legal process has a basic tenet of innocent until [proven guilty. The college must treat everyone fairly and react strongly only when there is good cause to do so. To immediately act is to assume the accusation is true. The accuser could have a grudge against the accused and just made it up or maybe a past wrong by the accused against wasn't righted and the accuser did it out of spite. We need to be logical, not driven by emotions, gather evidence and listen to all sides, then decide on a course of action.",The amount of real cases versus being accused strongly favor most being real. We should believe the victim and remove the accused.,R_2rU9zu72SJXJjkN_2,"I absolutely agree with the above response. Too often people are lead to believe that words are truth when in fact there is no possible proof and the actions may be made just to get even with the accused for some random reason. It is difficult to say what the best way to approach the situation is, but no matter what, everyone needs to be treated fairly during it.",5,7,6,4,1,2,3,8,1,2,5,3,4,7,8,6
25/11/2022 18:58,25/11/2022 18:58,0,73.162.117.228,100,21,1,25/11/2022 18:58,R_23eLJ9fiLIvENc2,NA,NA,NA,NA,37.6868,-122.1496,anonymous,EN,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/11/2022 18:51,25/11/2022 18:58,0,173.49.17.145,100,419,1,25/11/2022 18:58,R_2P7QvMMqyEk0Fzj,NA,NA,NA,NA,39.6327,-75.6998,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,6,5,7,7,5,5,6,7,1,1,1,1,1,NA,33,5,5,1,6,1,R_3QVQiU8TDbnul4A_2,blm,The public reaction to recent confrontations between police and minority crime suspects has been overblown.,"While there have been some outright excessive force issues, some unfortunately resulting in the death of minorities at the hands of police, I feel that social media has contributed to the problem by repeatedly replaying these incidents while doing nothing to improve dialogue and truly analyze the data on police use of excessive force against minorities.","I understand where you're coming from. But I think, rather than social media overblowing a handful of cases, widespread access to video recordings sheds light onto a previously underreported issue. And the reporting of these incidents is creating new investigations into relations with the police. But groups who benefit from no changes being made (police unions, conservative news organizations, etc.) are hijacking the narrative in a way that serves them best.",R_3oFrntVqcgmwQKW_1,"This is bullshit white people tell themselves to make their worldview safe and not have to challenge it. The above talks about analyzing the data and trying to improve dialogue when that person and people who think like them are actively ignoring the dialogue coming from black folk when it concerns the topic of police brutality. How can this person want to open up discussions about this situation when they ignore the voices of black people who continue to scream into the void about unfair treatment that we are faced with when dealing with the police. It's not like it's just one incident a few unfortunate accidents, this is a systematic problem that has a long history within this country. It's not some phenomenon that just started to occur, it's an ongoing problem that has been going on for decades.",5,8,6,4,1,2,3,7,1,2,4,3,8,7,5,6
